row_id,tweet,etiket
Row5920,istanbulda bilgisayar tamirinden anlayan kürt lazım bilgisayarım bozuldu yaptıramıyorum masaüstü arkaplanım siyasi bişeydi yok tamirci bir kürt,hiçbiri
Row5921,kati piri a kayyımın ciddi sonuçları olur demiş üç kürt kentine atanan kayum sorun olmuyor avrupanin demokratik tepkisini gostermesi icin istanbul şartmış,hiçbiri
Row5924,chpli hdpli terörstlerin iprenç ötesi dölleri lüx şatafat içinde barlarda pavyonlarda içki fuhuş pahalı araba zevk sefa içinde yüzerken kürt değil bizim müslüman kardeşlerimiz şeytanların abd kölesi allahsız kitapsızların emir eri olur onların dölleri gebersin,nefret
Row5955,hak lı bir anne hak lı bir kürt ben senden razı oldum yüce rabb im allah ta senden razı olsun,hiçbiri
Row5962,ak chp sanatçilar yillarca kürt hor gördü ahmet kaya çatal atip etmek sanatçilari unutmadik başkan erdoğan kürt layik olduklari onurlarini onlara türlü götürdü hdp,nefret
Row5983,sılo nun çocukları enstruman çalmasını öğreniyor sılo nun çocukları özel okullarda eğitim görüyor gariban kürt ananın evladını sılo nun adamları dağlara kaçırıyor sılo gönder bir evladını dağa ver bizim çocukları geri annelerleberaberizyasen,hiçbiri
Row6000,taymda inanılmaz derecede devrimci kürt maskesi takmış boklar var,nefret
Row6004,5 sayın başkan demokratik değerler etrafında buluşmanın zamanıdır bizler insan hakları hukuki değerlerin etrafında buluşamazsak maalesef vahim bir noktaya geleceğimizi ifade etmek isterim kürt halkıyla türk halkı iradesini bütünleştirmiştir birlikte yaşama,hiçbiri
Row6039,türk dizisinde kürt tiplemesi canlandırmışımdır,hiçbiri
Row6082,konuyu bilmiyom tepki göstermedim cevabım ermeni kökenli türk birand vs kürt kökenli türk ben mesela ibrani kökenli türküm boşnak kökenli türk olabilir arap kökenli türkler var baya sırp kökenli türk var ivana sert rum kökenli türk afrika kökenli türk mansur ark gazla gitsin,hiçbiri
Row6098,gariban yoksul ailelerin çocukları bir şekilde kandırılıp dağa çıkartılıp çatışmada örgüt içi infazda yok olup giderken hdp li siyasetçilerin aileleri son derece lüks yaşamın sefasını çekiyor eşleri çocukları prens prenses duruyor bumu kürt savunuculuğu annelerdireniyor,hiçbiri
Row6119,önce bunun tarışması olduğu halde yinede akıl almamışsınız başkalarına özenerek yada bilerek kürt kökenli demeniz yumuşak cümleler kurmanız kürdü kürt kökenli yapmaz kürt kürttür anladın türk kökenli gokhanozoguz insanlar seni severken yanlış cümleler kurma,hiçbiri
Row6122,2000 yılının dergisinin ilk sayısında dünya tarihine 1000 yılda iz bırakanlar konulu çalışmada kürt selahaddin in insan sevgisi dehasına batının medeniyeti ondan öğrendiği vurgulanıyor richard haçlı seferi sonrası şöyle der kürt selahaddin bize medeniyeti öğretti,hiçbiri
Row6127,şimdi kürt arkadaş kalkıp almanya yerleşirsee kürt kökenli türk asıllı alman oluyor,hiçbiri
Row6134,gerizekalı seni türkiye yaşayan türke türk denir kürde kürt iki kelimede bile dayatacaksınız,saldırgan
Row6136,hiçbir ideoloji amaç bir annenin gözyaşlarının yürek yangınının açıklaması olamaz yeter artık dinsin acılar düşmesin hiçbir kürt türk arap çerkez genç düşmesin toprağa,hiçbiri
Row6141,anlamıyorum bir kesim günlerce akp orman yaktı diyecek sonra pkk üstlenecek susacaklar aynı şerefsiz medya kayyum götunu yirtacak sonra masum kürt anneler katil pkk hdp binasının önünde oturma eylemi yapacak çocukları geri verin diğe kimse görmeyecek onları,nefret
Row6159,kürt düşmanları katilleri,hiçbiri
Row6163,hdp kürt partisi değil terör partisidir,nefret
Row6184,bizim yüreklerimizi yakmak parti kurmuşlar kürt anası annelerleberaberizyasen,hiçbiri
Row6207,emperyalizmin uşağı sol solun sanatçıları pkk nın hdp aracılığıyla kürt çocuklarını suriye ye gönderip eline abd silahı tutuşturulması hakkında sizden bir tepki beklemek hayal değil mi davamızınpeşindeyiz,hiçbiri
Row6237,pekaka başkaldıran kürt analara selam olsun annelerleberaberizyasen,hiçbiri
Row6278,c başkanlığına adaylığımı koyarsam vaadlerim devlet okullarında zorunlu anadilde eğitim cemevleri ibadethane statüsünde olacak kız çocuklarını okutmayanlara hapis cezası verilecek kadına şiddetin cezası artırılacak kürt illerinde valileri halk seçecek irkçılık suç olacak,hiçbiri
Row6283,barış silahlı eylem yapanlarla değil kürt annelerin hdp ye direnmesiyle gelecektir,hiçbiri
Row6314,kendi çocuklarınızı kadar sevgiyle kucaklayıp onları iyi özel okullarda okutup lüks hayatı sunup sonrasında yoksul kürt çocuklarını dağa kaldırıp yaşlı kokuşmuş godamanlara peşkeş çeken teröristlerin allah belasınızı versin annelerdireniyor,hiçbiri
Row6321,yaşasın pekaka karşı haykıran baş kaldıran kürt anaları,hiçbiri
Row6346,arada devreler yanıyor bunun kürt e kürt türk e türk denir işte neyi zorluyorsun bilader türkiye yaşayan insanlara tc vatandaşı denir,hiçbiri
Row6351,hdp lilerin oğlunu dağa kaçırdığı diyarbakırlı kürt baba bayrağını devletini seven insanlar bize destek olsunlar sanatçılardiyarbakıra,hiçbiri
Row6358,geldiğimiz noktada kürt anneler pkk yı protesto etmek gece gündüz sokaklarda mesai harcıyorsa sözüm ona kendilerini mustafa kemal in askeri olarak görenler güneydoğuda gerilla marşı eşliğinde halay çekiyorsa tabiiki susamam susmak bize haram olsun,hiçbiri
Row6402,belediyelerin zamanında dağlara belediye araçlariyla yemek gönderdiği para yolladığı vs bilinmiyor biliniyor zzaman soru kapatmıyorsun kürt kökenli vatandaşları töhmet altında bırakıyorsun,hiçbiri
Row6411,türk e türk kürt e kürt denir yunanistan yaşayan türk e türk asıllı yunan denemezse türkiyede yaşayan kürt e kürt asıllı türk diyemezsiniz,hiçbiri
Row6415,yaşasın vatansever müslüman kürt anaları kahrolsun pkk destekçileri davamızınpeşindeyiz annelerleberaberizyasen,hiçbiri
Row6432,aklıma geldi kına gecesimde kafkas gösterisi yapsam diyebilir sonuçta karslıyım kürt olabilirim kafkaslara yakın bir kürdüm düşünülsün,hiçbiri
Row6482,kürt türk kürdüz kürt bunu anlamak kadar zor çildircam şunu gün saklamaya çaliştiğiniz irkçilik yüzünden,hiçbiri
Row6488,diyarbakırlı bir baba yaşadığı acıları anlatırken dayanamayıp ağladı hiçbir konuşmazken bile annelerin babaların gözlerindeki acıları toplum içinde zaten kürt türk komşu dünür arkadaş dost oluyorken tarihte kürt türk ün düşman olmadığı bir kere kanıtlanıyor,hiçbiri
Row6491,pkk yi kürt anneleri bitirecek,hiçbiri
Row6515,kürt kökenli bir türkiye cumhuriyeti vatandaşı olarak yıllarca özümüzü söylemeye utandık pkk belası yüzünden allah ın izniyle kökünden kurtulacağımız günler yakındır devletimiz doğuda güçlü oldukça hainlerin kökü kurur biiznillah annelerleberaberizyasen,hiçbiri
Row6538,anneler yalniz diyarbakır hdp il binası önünde çocukları terör örgütü tarafından kandırılarak dağa kaçırılan yüreği evlat acısıyla yanan kürt annelerin babaların hdp pkk olan öfkelerini tepkilerini direnişlerini destekliyorum,hiçbiri
Row6545,5 sınıfta kötü düşmüştüm acıdan ağlıyorum hatta herkes kolum kırıldı sandı şerife kürt bi kız vardı bana kürt şivesiyle aynen şunları söyledi şov yapıyorsun beni babam gün bundan kat kat kötü dövüyo ben ağlamıyorum dedi,hiçbiri
Row6547,evlatlarını terör örgütünün pençesinden kurtarmak eylem yapan kürt analarına ota böceğe duyar kasan sanatçı müsveddelerinden bir destek geldi mi sanatçılardiyarbakıra,hiçbiri
Row6618,diyarbakır kürt anaları tarihin büyük eylemlerinden birini yapıyorlar müslüman kürt halkı uyanıyor artık diyarbakir annelerdireniyor sanatçılardiyarbakira,hiçbiri
Row6619,devletimizin büyük başarısı vatandaşlarını kamplara bölmesidir yurt dışında olanlar arasında bile türk kürt alevi sünni laik dindar aşılmaz duvarlar var duvarlara yenilerini eklemeyelm sefer oyuna gelmeyelim hepimiz kazanalim mağdurunkhklisikhksiziolmaz,hiçbiri
Row6634,çözüm sürecinde terör mağduru anneler eylem gerçekleştirmişti sözde kürt halkının savunucusu örgütlerin maskesini düşüren tarz halk eylemlerdir seslerini duyurmak gündemde tutmak kamuoyu oluşturmak çözüme hizmet eder annelerleberaberizyasen,hiçbiri
Row6664,eserle kürt tarihinin önemli bir dönemi aydınlığa kavuştu şimdi yazıldığı dil olan arapça olarak çıktı yakında türkçesi çıkacaktır,hiçbiri
Row6666,imanlı bir müslüman bunu kabul edemez kürt olsun olmasın kimse bunu kabul edemez değildir insani değildir,hiçbiri
Row6672,türkiye artık kürt sorunu alevi sorunu herhangi bir kesimin bir sorunu yoktur kalmamıştır herkes hakları sınırları özgürce yaşayabiliyor,hiçbiri
Row6687,mesele benim kürt olmam senin türk olman onun süryani ermeni olması değil mesele çürük bir sistemin var olması çürük sistemi ele geçirenlerin ülkeyi soymasıdır,hiçbiri
Row6693,bir cumartesi anneleri vardı onlara destek üzerine destek verirlerdi şimdi yüreği yanan kürt anneleri var onların sesini duyan yok ey halk nerdesiniz,hiçbiri
Row6723,guzel kürt,nefret
Row6727,analarındirenişi ey kürt anneler susma sustukça sıra size gelecek çocuğun sessiz kalma ey türk halkı zulme sessiz kalma direniş terörü bitirecek,hiçbiri
Row6746,kürt analar uyandı kıpırdadı cüneyt özdemir kıpırdadı nihat genç kıpırdamakla kalmadı elinin tersiyle itti algı severleri zor günler bekliyor,hiçbiri
Row6747,yusuf hocam mücadeleye lütfen destek olun saydığınız isimler niceleri bizi bölüp parçalamak isteyen aklın piyonları kadar korkmayın içiniz ferah olsun müslüman türkler kürt ler zaman cesur olmuşlardır,hiçbiri
Row6751,anadolu kökenli kürt asya kökenli dünya dünya kökenli güneş sistemi güneş sistemi kökenli orion kolu orion kolu kökenli samanyolu samanyolu kökenli başak cluster başak cluster kökenli virgo super cluster virgo super cluster kökenli evren evren kökenli multiverseliyim,hiçbiri
Row6753,almanlar oradaki türkler e türk kökenli alman dese kıyameti koparacak tipler gelmiş burada kürt kökenli türk diyor bilinçsiz faşizm,hiçbiri
Row6763,arada kürt olabilirdim değilim anlatmaya çalıştığım farklı bastan söyleyeyim,hiçbiri
Row6767,yaşasin kürt vatandaşlarimizin maşasi pkk karşi şanli ey,nefret
Row6779,mersinli olduğumu söyleyince herkes kürt sanıyor doğrusu mersini öyle biliyorlarmış kürt olmadığımı anlatıyorum sonra babamlar 10 kardeş deyince anlattığım boşa gidiyor yine kürt sanıyorlar,hiçbiri
Row6798,kürt asıllı kürdoğlu kürdüm,hiçbiri
Row6801,yok abi güzeli kürt düğünleri,hiçbiri
Row6804,kürt kökenli türkler fav,hiçbiri
Row6806,burda kürt köken ilgili bir yazacam anonim olmadığım yazmayıcam örgüt propagandasıdan silivri soğunu tadacaz,hiçbiri
Row6830,zaman erbîl yada suleymanîye yaşayan türk yada türkmenler türk kökenli kürt oluyor göko,hiçbiri
Row6843,abd birlikleri ypg militanlarının çarşamba günü türkiye sınırındaki bir kasabada ortak bir devriyeye çıktıklarını bir kürt haber ajansı bildirdi hareket güvenli bölge anlaşmasının bir parçası olarak ortaya çıktı,hiçbiri
Row6873,vatan şaban mısra öz nihal olçok başlarına gelende iktidarın ihmal sorumluluğunu hatırlatıp faillerin cezalandırılması mücadele eden 3 yürekli insan sorabilir miyim haklı mücadelenizde başka mağdurları suriyeli sığınmacı vurmak zorunda mısınız,hiçbiri
Row6878,sanatçılardiyarbakıra kobani sözde katliam var diyen aydınlar gazeteciler yazarlar insan hakları savunucuları annelerin sesine kulak verin görelim başta kürt sanatçıları diyarbakır anaların yaninda görmek istiyoruz,hiçbiri
Row6892,önce kürt kökenli türk olduğumu öğrendim,hiçbiri
Row6904,sanatçılardiyarbakıra gidemez onlar kaz daglarina izmir yanginina gider diyarbakirli kürt bir kadinin oglundan onlara,hiçbiri
Row6934,uefayaselamsöyleyin kürt analari ayaklaniyor,hiçbiri
Row6935,bi kere kürt kadını beyaz leçek takar,hiçbiri
Row6969,kürt babya kulak verin kürt kardeşlerimizin yanında olma zamanı,hiçbiri
Row6971,sahte sanatçılar susma diyarbakır daki kürt annelerinin feryadına kulak ver,hiçbiri
Row6972,46 yıllık kürt olarak bende görmedim,hiçbiri
Row6977,kürt kökenli türk tabirini sana sokardım hanımefendiliğimi bozmıyım şimdi bişey diyim mi sen siyaseti bırak nerden bulaştın salak şeye müziğini yap evinde otur boş boş konuşuyorsun bir bok bildiğin yok zaten ülkedeki herkesin sorunu bilmeden ahkam kesmek,saldırgan
Row7014,kürt kürttür atena gökhan yine devirde muhalif kalmandan ötürü sana kızmıyorum,hiçbiri
Row7016,türk televizyon dizilerinde egzotik konaklarda yaşayıp lüks jiplere binen pahalı şalın altında kırlaşmış saçının bir bölümünü açıkta bırakan astığı astık kestiği kestik bir kürt hanımağası tiplemesi var 40 yıllık kürt üm henüz böyle bir kadın profili görmedim coğrafyada,hiçbiri
Row7020,lazere gelen kürt teyzelerden beni oğluna istiyordu erkek lazerine girdiğimi görünce vazgeçti hahahahha çokta umrumdaydı senin salak oğlun,saldırgan
Row7049,ümmet bilinci yok edildi sağ sol alevi sünni kürt türk denildi bilmem kaç soysuz özgürlük kisvesi altında inancımla alay etme cesareti bulabiliyorsa vatanın bütünlüğü milletin istikbali dert olmuyorsa uyumaya devam kıyamete kadar,hiçbiri
Row7052,kürt halay çektim saatlerce,hiçbiri
Row7054,başlarım sizin kürdistan davanıza evladını arayan kürt teyzeciğim hdp lilere ağızlarının payını iyi vermiş annelerdireniyor,hiçbiri
Row7062,kürt kardeşlerimiz gerçeği gördü pkk hdp kürtleri temsil etmek bir yana kürtlere fazla kürtlere büyük zararı veren törör örgütü temsilcileridir pkk taşeron bir terör örgütü destekleyenler teröristtir,nefret
Row7083,olm kılçıkdar dışarıdan bir emirle gündeme sokmaya çalıştığınız konuda dön anlat millete kürt ün diğer insanlarımızdan farklı bir sorunu var ülkede şimdi çözeceksiniz,hiçbiri
Row7085,türkiyede doğduğundan kürt kökenli türk asffghhjjk kürtlerin tarihinden haberi yok evet saçma ırkçı düşüncelerini kendine saklamalı olay,hiçbiri
Row7089,yüreği yanık kürt annelerini dinliyorum feryatlarına dayanamayıp içim yanıyor gözlerim yaşarıyor,hiçbiri
Row7092,bi kürt erkeğinin saf halini halay çekerken görebiliyoruz,hiçbiri
Row7098,aptal herif türkler orta asya dan gelmeden önce kürtler zaten anayurdunda kürdistan yaşıyordu kürt türk devleti işgali altında yaşayınca kürt kökenli mi oluyor bunlar zerre akıl fikir tarih bilgisi yok çirkin sesi şarkı söyle saçmalama fazla,saldırgan
Row7105,6 yıl hapis cezası alan halen tutuklu olan kürt sanatçı hozan cane ye bir dava açıldı krdnews,hiçbiri
Row7106,kürt annelerinin evlatlarının bir uğruna harcanmasına dur demesini yürekten destekliyorum artık kürt çocuklarının kandırılıp öldürülmesine fırsat vermeyin edi bese kurmanc bo namırın annelerdireniyor,hiçbiri
Row7108,sade bir düğünüm olsun dedikçe aklıma 11 tane amcam olduğu birinde 4 erkek çocuğu olduğu tek kız olduğumu kulağıma kızım sizinkiler kürt kendine gel diyişimi hatırlıyorum buda düğünümden kesit,hiçbiri
Row7113,artık kürt kökenli türkiye cumhuriyeti aşığı bir vatandaş deniyor,hiçbiri
Row7137,rüzgarlar gördün yüreğineden bir yaprak sarsmadi dimdik ayakta durdun sen dev bi çinarsin ahmet kürt ahmetturkhdp,hiçbiri
Row7154,helal olsun yürekli kürt kadınlarına evlatlarınızı kimseye yem etmeyin sanatçılardiyarbakıra,hiçbiri
Row7160,kürt milleti değilde türk milleti amcık göghan,saldırgan
Row7163,kürt türk devlet elele vererek pkk terör örgütünü bitme noktasına getirdiğinde sn iktidar partisinin lideri diyarbakırda devletin büyüklüğü hatasını kabul etmekten geçer devlet kürtlere haksızlık etmiştir dememiş olsaydı cözüm sürecine gerek kalırdı nede yaşananlaryaşanırdı,hiçbiri
Row7170,kürt anaları hdp liler tarafından dağa kaçırılan evlatları ağıt yakarken hdp li pervin buldan ın çocukları lüks şatafat içinde yüzüyor annelerindirenisi,hiçbiri
Row7173,kürt vatandaş konuşuyor hdp pkk bizim temsilcimiz değil onların chp ortak paydaları var yanımıza gelemedi artık uyandık diyor kürtler gün hdp den uzaklaşırken chp onların avkatlığını yapıyor utanmadan,hiçbiri
Row7212,kürt analar gazetesozcu gazetesozcu aracılığıyla,hiçbiri
Row7228,kürt kardeş vatandaşlarımızın pkk nın hain niyetlerini iyi anlamış olduklarını hdp mücadele içine girdiklerini görüyoruz önemli,hiçbiri
Row7234,pkk hdp nin asıl mağdurları olan kürt anneler babalar bir tarih yazıyor korkmuyor teröre etkili kurşunu atıyor annelerleberaberiz sanatçılardiyarbakıra,hiçbiri
Row7254,fransa yaşayan japon a fransız demediğimiz türkiye yaşayan kürt e türk demiyoruz köken dediğin insanın kimliği zaten,hiçbiri
Row7264,doğal kaynaklarda türk şirketleri genel tpao hak söz sahibi paraya acip sıkışan dost kürt yönetimide cabası kadar kötü durumdalarki kendi elektrik santrallerini çalıştıracak gazı dan alıyorlar tekrar soruya dönüyorum,hiçbiri
Row7301,beynimin içinde devasa bi sirk var bi kürt düğünü biliyim içerisi sakinleşmiyo arkadaşlar dehşet bişey,hiçbiri
Row7320,kürt kardeş,hiçbiri
Row7332,2 eylül 2015 te ailesi birlikte muğla nın bodrum ilçesinden yunanistan ın adasına şişme botla geçmeye çalışırken annesi kardeşi birlikte boğularak hayatını kaybeden üç yaşındaki suriyeli kürt çocuk alan kurdi yi hatırladınız savaş işte,hiçbiri
Row7333,sosyetik bir kürt oldum ben utanıyorum,hiçbiri
Row7335,şükran yılmaz ben kürt üm hdp yi pkk yi kabul etmiyorum onlar kürt ün düşmanı pkk bombayla kürt ü patlatıyor yiğit kürt kadınlarıyla annelerle gurur duyuyorum bütün diyarbakır zulme karşı ayağa kalkmalı,hiçbiri
Row7346,konjonktür uygunken yeni bir kürt partisi kurulup hdp nin güneydoğu daki faşist tekeline son verilmeli kürt sivil toplumunda bunu yapacak kimse yok mufidyuksel,hiçbiri
Row7363,6 milyon kürt kardeşimiz terörist mi nasuhi bey haberturk barisyarkadas enineboyuna,hiçbiri
Row7365,enineboyuna akp hdp yi kapatmaz bundan sonra kürt oylarını alamayacaklarını biliyorlar oyların büyük ihtimalle chp ye gideceğini biliyorlar ka pat maz laar,hiçbiri
Row7378,kürt milletiyiz,hiçbiri
Row7382,hdpgenelmerkezi nin sonunun başlangıcıdır kürt anneleri babaları size haddinizi bildirecek annelerleberaberizyasen,hiçbiri
Row7413,onların gücü kürt siyasi hareketine kapatmaya yetmez onlar ancak seni kapatır,hiçbiri
Row7425,bence sen ònce otur kürt kökenlidir sor kendine sonra mevzuyu konuşalım,hiçbiri
Row7453,türkiye doğup büyümüş kürt kardeş türkiye den bulgaristan a oradan makedonya oradan fransa sonra venezüella göç edip oraya yerleşmişse ona denir peki,hiçbiri
Row7457,canankaftancıoğlu 7 yıl önce iddaa edilen şeyleri dediğinde yargı aynı yargı hükümet aynı hükümet idi fark 7 yıl önce taktik kürt açılımıydı şimdi osmanlıcılık seneye 3 5 2 sonra 4 4 3 devam eder taktik,hiçbiri
Row7485,kürt oranının fazla olduğu kız grubunun vazgeçilmezi yuksekovaproduction,hiçbiri
Row7490,bir osmanlı torunu kürt anamız çıktı hdpli itlere öyle bir tokat vurdu güneydoğu yu salladı arkasından arkçı sarsıntılar geliyor allah yardım etsin işte böyle yürekli insanlara ihtiyacımız var erkek bozuntuları na örnek olsun annelerleberaberizyasen,nefret
Row7510,bugün hdp li belediyelere kayyım atanmasına chp cenahından tepki verilmesinin tek sebebi kürt oylarıdır enineboyuna,hiçbiri
Row7512,hadin analar dolsun meydanlar kapansın artık soysuza açılan vanalar ağlamasın anadoluda analar türk kürt kardeştir analar artık ağlamasınlar sanatçılardiyarbakıra,hiçbiri
Row7517,gerçek kürt isyanı başlıyor artık isyan pkk yı onların hatta hayranlarını yok edecek onlara zerre muhabbet besleyen herkes anadolu nun düşmanıdır sanatçılardiyarbakıra,hiçbiri
Row7537,gerçek kürt halki konuşuyor kardeşlerimiz gerçekleri haykırıyor devlet halk bizler arasında aşiret reisleri var ağabeyler bilinçsiz önderler var devlet ulaşamiyor başkan erdoğan halka eğilin buluşun dediği iyi anlaşılıyor,hiçbiri
Row7553,annelerdireniyor türk halkı kürt halkı bir oldu pkk perdeli sömürgecilere gereken dersi verecek inşaallah,hiçbiri
Row7608,onlar diyoruz kendileri krallık amerika devletleri avrupa osmanlı yı yıkıp bizi bölüştüler türk kürt arap dediler bide başımıza kendi ulaklarını bela ettiler annelerleberaberizyasen annelerdireniyor,hiçbiri
Row7636,arka sokağımda düğün var hangi yöre tam kestiremiyorum kürt halayı göçmen halayı roman havası kısacası ararsan çaldı birazdan tleperuja geçecekler hissediyorum,hiçbiri
Row7649,doğrusu kürt kadınlarının devrimi saltanatınızı yıkacak,hiçbiri
Row7663,pentagon danimarka e karşı mücadelede kürt ortaklarımıza yardım etmek suriye ye asker gönderme kararı aldı danimarka nın kararını memnuniyetle karşılıyoruz,hiçbiri
Row7673,abd savunma bakanlığı pentagon danimarka kürt abd kuvvetlerinin terör örgütü isis e karşı mücadele etmesi rojava asker gönderecek,hiçbiri
Row7693,bi türk bi alevi bi kürt nası kadar iyi anlaşabilir çünküsü sevginin dili dini ırkı yoktur seviom onları,hiçbiri
Row7703,yalan diyen kürt edebiyatı okusun lütfen,hiçbiri
Row7715,anadolu ağlayan analarla dolu 2012 yılında uludere kaza yapan askeri kucağına alarak bir kürt anne yarı türkçe yarı kürtçe korma kuremin ben senin ananım demişti analar bugün oğullarini dağa çikaranlardan hesap soruyor,hiçbiri
Row7749,müthiş bir program durmaksızın yapılmalı kürt türk laz çerkes zaza topyekün kucaklaşmalıyız terör örgütleri destekçilerine karşı bir bütün olarak ayağa kalkmalıyız sanatçılardiyarbakıra annelerinsesiolalım annelerdireniyor,hiçbiri
Row7759,direnişin anlamı büyük artık devletin gücünü yanında olduğunu bilen kürt halki konuşuyor haykırıyor hdp kandil dir özgürlük barış adalet kardeşlik insan haklarından dem vuran hdp nin maskesini annelerindirenişi düşürmüştür,hiçbiri
Row7762,olmasi gereken tamda budur pkk terörünü olan kürt halkidir korkmadan cesaretle karşi duracaklar,hiçbiri
Row7786,şükür kürt kardeşlerimiz kalleş hdpnin olduğunu anladi hala arkasında duranlara toprakta soluduklari bir nefes zehir olsun hdpkapatılsın annelerdireniyor birannebirdevrimdogurur,nefret
Row7804,kürt halkı olarak ulusal bilinç noktasında yol katetmemiz gerekiyor bir kuruş para yada çeşitli menfaat mevki milliyonların ahını vebalini almanın kimsenin hakkı haddi değildir,hiçbiri
Row7808,özal amerikancı neo liberaldi bizim taraftan gördüğümüz öte yandan özal kürt meselesini adil kalıcı bir barışa kavuşturma konusunda samimi bir isteğe sahipti öcalan ı ikna etti değiştirdi doğrusu onun çözüm konusundaki samimiyeti,hiçbiri
Row7811,kürt halkını savunduğunu iddia edenler pkk değişik örgütlere destek verenler büyük zararı yine müslüman kürt kardeşlerimize vermektedirler allahın herşeyin hesabını mutlaka soracaktır allah tan korkan müslüman insan masum hiçbir insanı mahluki öldüremez mümkün değildir,hiçbiri
Row7845,kürt ler uyanıyor artık türk kürt kardeştir,hiçbiri
Row7858,üst kimlik oluyor üst kimliğin kökeni orta asya dayanıyor oluyor türkmen soydaşın kürt hiçbir şeyin olmuyor oluyor azerbaycan la iki devlet bir millet oluyorsun aklımızla dalga geçiyorsun gökhan,hiçbiri
Row7865,annelerdireniyor annelerleberaberizyasen devlet vatandaşına güven verirse pekaka yı kürt kadınları bitirir annelere sahip çık türk devleti,hiçbiri
Row7867,almanya yaşayan türkler türk oluyor türkiye yaşayan kürtler kürt kökenli oluyor türkiye deki durum teorikte üst kimlik pratikte faşizmdir,hiçbiri
Row7895,sanatçılardiyarbakıra duyun artık ailelerin sesini devlet büyükleri neyi bekliyosunz kürt kardeşlerimiz seslenmesini biliyosunuz duyun çığlıkları tc icisleri suleymansoylu rterdogan tcbestepe,hiçbiri
Row7902,kürt ler senin vatandaşın değil gökhan kendi topraklarının kadim halkıdır kökenli sensin zira türk lük dışında bir kökene sahip olan sensin,hiçbiri
Row7946,terör örgütlerinin asıl amacı düşmanlığıdır bütün düşmanları tarafından desteklenmektedir zaman olan yine bizim müslüman kürt kardeşlerimize olmaktadır,hiçbiri
Row7957,son dakika haberi pentagon aciklama danimarka kürt abd kuvvetlerinin daeş e karşı yardım etmesi suriye ye asker gönderecek 6 09 2019,hiçbiri
Row7983,ulan kürt olup yoldan geçen karı kıza bakmak vardı izmir bizi ibne yaptı götümüze baktırıyoruz,nefret
Row8001,kürt bedo öldü flört fethi öldü halis sarıyayla öldü üstün kısa öldü demir görkemli öldü cerrahpaşalı halit öldü süleyman çakir öldü,hiçbiri
Row8003,sanatçılar değil türkiye yaşayan milyonlarca kürt var destek olmuyorlar annelerleberaberizyasen,hiçbiri
Row8044,doğrusu boşnak asıllı türkiye cumhuriyet vatandaşı türkmen asıllı rusya vatandaşı japon asıllı abd vatandaşı diğerlerini anla boşnak türk japon bunlar birer soy ırk adıdır dip not abd li bir soy ırk yoktur bizimde kürt kökenli vatandaşlarımız vardır,hiçbiri
Row8049,bbc türkçe şahane işler yapıyor onlardan olmuş ahmet türk 1970 lerden bugüne bir kürt siyasetçi,hiçbiri
Row8065,anda kardeşe vefa derneği diyarbakır temsilcisi murat yaşa kürt üz diyarbakırlıyız türklerle kardeşiz bütün vicdan sahibi insanlara buradan sesleniyorum bir reklam,hiçbiri
Row8073,beyninin tasını sikim senin türk kökenli kürt kardeşim,saldırgan
Row8075,aynen knk susamazsın aynen knk cesaret bulaşıcıdır aynen knk korku iklimini yıkıcaz aynen knk tt olduk aynen knk canan aynen knk rte aynen knk eko aynen knk kılıçdar aynen knk suriye aynen knk kürt aynen knk sen biliyosun,hiçbiri
Row8127,kürt lerin rihanna rojda dır rojda,hiçbiri
Row8131,sanatçılardiyarbakır ailelerin çocukları kürt siyaseti falan dağa gitmedi kaçirildi bizzat hdpli belediye yöneticiler tarafından kaçırıldı feto şakşakçısı ömer,hiçbiri
Row8134,diyarbakır daki kürt analarının direnişi türkiye ye yeni bir umuttur evlatlarının peşine düşen anaların davası hepimizin davasıdır direniş sahipsiz yalnız değildir diyarbakır dan a kürt analarıyla dayanışıyoruz,hiçbiri
Row8143,kürt olması gerekmez ey trabzonlu analar karslı analar siirtli analar kastamonulu analar konyalı analar nerdesiniz annelerleberaberizyasen,hiçbiri
Row8145,kürt kadınları güzelliklerini mücadelelerine armağan etmiştir,hiçbiri
Row8158,kürt erkek tipolojosi sözlüyken alo buyurun efendim nişanlıyken alo beje çıbu evlenirken var oldu senin derdinde bitmez,hiçbiri
Row8179,bağcılar ın taşını toprağını sikeyim kaldırım taşının arasındaki kireçlenmiş topraktan kürt doğuyor adeta,nefret
Row8193,cananın şiirler bunlar hakkaten güzel şiirler kadın ermeni kürt sevici türk düşmanı,nefret
Row8197,diğer kürt analarının oraya gitmesine engel olan nedir çocuğunun kaçırılması gerekir bugün analara destek olmayanlar zaman harekete geçecekler neredesiniz ey diğer kürt anaları siirtli analar nerdesiniz annelerleberaberizyasen,hiçbiri
Row8199,yiğenime bugun okulda yaptınız diyorum halay çektik diyo kürt öğretmen olunca okulun ikinci günü normal,hiçbiri
Row8239,kürt kardeşlerimizin kandırılmış evlatlarını geri almaları sonuna kadar annelerleberaberizyasen hetenketenabi,hiçbiri
Row8249,diyarbakır feryad eden mazlum kürt milletin çilekeş annelerin feryadı konusunda devrim niteliğinde bir adım atılıyor,hiçbiri
